TCF3,SLC20A1,Blood
TCF3,IL1A,Blood
TCF3,IL1RN,Blood
TCF3,DDX18,Blood
TCF3,DBI,Blood
TCF3,PROC,Blood
TCF3,GAD1,Blood
TCF3,NFE2L2,Blood
TCF3,NAB1,Blood
TCF3,STAT4,Blood
TCF3,CASP8,Blood
TCF3,NCL,Blood
TCF3,PTMA,Blood
TCF3,ING5,Blood
TCF3,GSC2,Blood
TCF3,MMP11,Blood
TCF3,MIF,Blood
TCF3,CHEK2,Blood
TCF3,EWSR1,Blood
TCF3,SEC14L2,Blood
TCF3,TCN2,Blood
TCF3,HMGXB4,Blood
TCF3,MCM5,Blood
TCF3,IL2RB,Blood
TCF3,LGALS1,Blood
TCF3,CBX7,Blood
TCF3,PDGFB,Blood
TCF3,RPL3,Blood
TCF3,ATF4,Blood
TCF3,TEF,Blood
TCF3,SREBF2,Blood
TCF3,MCAT,Blood
TCF3,HDAC10,Blood
TCF3,TYMP,Blood
TCF3,MADCAM1,Blood
TCF3,CDC34,Blood
TCF3,BSG,Blood
TCF3,HCN2,Blood
TCF3,FSTL3,Blood
TCF3,PTBP1,Blood
TCF3,PRTN3,Blood
TCF3,ELANE,Blood
TCF3,KISS1R,Blood
TCF3,GPX4,Blood
TCF3,STK11,Blood
TCF3,KLF16,Blood
TCF3,AMH,Blood
TCF3,SLC39A3,Blood
TCF3,AES,Blood
TCF3,HMG20B,Blood
TCF3,TBXA2R,Blood
TCF3,PIP5K1C,Blood
TCF3,PIAS4,Blood
TCF3,ZBTB7A,Blood
TCF3,C3,Blood
TCF3,INSR,Blood
TCF3,RETN,Blood
TCF3,ELAVL1,Blood
TCF3,PRAM1,Blood
TCF3,ICAM1,Blood
TCF3,ICAM3,Blood
TCF3,TYK2,Blood
TCF3,ILF3,Blood
TCF3,CARM1,Blood
TCF3,LDLR,Blood
TCF3,EPOR,Blood
TCF3,ACP5,Blood
TCF3,DNASE2,Blood
TCF3,KLF1,Blood
TCF3,ASF1B,Blood
TCF3,BRD4,Blood
TCF3,PGLYRP2,Blood
TCF3,NR2F6,Blood
TCF3,SLC5A5,Blood
TCF3,RAB3A,Blood
TCF3,ISYNA1,Blood
TCF3,CRLF1,Blood
TCF3,HOMER3,Blood
TCF3,MEF2B,Blood
TCF3,SUGP1,Blood
TCF3,LPAR2,Blood
TCF3,URI1,Blood
TCF3,CEBPA,Blood
TCF3,HAMP,Blood
TCF3,ETV2,Blood
TCF3,ACTN4,Blood
TCF3,SIRT2,Blood
TCF3,ZFP36,Blood
TCF3,SERTAD1,Blood
TCF3,LTBP4,Blood
TCF3,EGLN2,Blood
TCF3,GSK3A,Blood
TCF3,ERF,Blood
TCF3,XRCC1,Blood
TCF3,KCNN4,Blood
TCF3,RELB,Blood
TCF3,GIPR,Blood
TCF3,SIX5,Blood
TCF3,DMPK,Blood
TCF3,SYMPK,Blood
TCF3,FOXA3,Blood
TCF3,PTGIR,Blood
TCF3,DACT3,Blood
TCF3,BBC3,Blood
TCF3,CARD8,Blood
TCF3,DBP,Blood
TCF3,NUCB1,Blood
TCF3,BAX,Blood
TCF3,IRF3,Blood
TCF3,PRMT1,Blood
TCF3,ATF5,Blood
TCF3,ZNF175,Blood
TCF3,IL11,Blood
TCF3,U2AF2,Blood
TCF3,TRIM28,Blood
TCF3,SAT1,Blood
TCF3,WAS,Blood
TCF3,IL2RG,Blood
TCF3,TSC22D3,Blood
TCF3,L1CAM,Blood
TCF3,MECP2,Blood
TCF3,G6PD,Blood
TCF3,F8,Blood
TCF3,IFITM5,Blood
TCF3,IFITM3,Blood
TCF3,PKP3,Blood
TCF3,SIGIRR,Blood
TCF3,HRAS,Blood
TCF3,TALDO1,Blood
TCF3,CD151,Blood
TCF3,MUC5B,Blood
TCF3,CTSD,Blood
TCF3,H19,Blood
TCF3,CDKN1C,Blood
TCF3,SMPD1,Blood
TCF3,ILK,Blood
TCF3,ZNF143,Blood
TCF3,WEE1,Blood
TCF3,ADM,Blood
TCF3,RRAS2,Blood
TCF3,KCNJ11,Blood
TCF3,LDHC,Blood
TCF3,CD44,Blood
TCF3,CRY2,Blood
TCF3,CREB3L1,Blood
TCF3,DDB2,Blood
TCF3,NR1H3,Blood
TCF3,SPI1,Blood
TCF3,CD6,Blood
TCF3,DDB1,Blood
TCF3,MTA2,Blood
TCF3,SLC3A2,Blood
TCF3,RTN3,Blood
TCF3,STIP1,Blood
TCF3,VEGFB,Blood
TCF3,BAD,Blood
TCF3,ESRRA,Blood
TCF3,PRDX5,Blood
TCF3,RELA,Blood
TCF3,KAT5,Blood
TCF3,FOSL1,Blood
TCF3,DRAP1,Blood
TCF3,PC,Blood
TCF3,KDM2A,Blood
TCF3,AIP,Blood
TCF3,GSTP1,Blood
TCF3,PAK1,Blood
TCF3,RSF1,Blood
TCF3,BIRC2,Blood
TCF3,ACAT1,Blood
TCF3,APOA1,Blood
TCF3,TAGLN,Blood
TCF3,KMT2A,Blood
TCF3,CXCR5,Blood
TCF3,HYOU1,Blood
TCF3,MCAM,Blood
TCF3,UPF2,Blood
TCF3,VIM,Blood
TCF3,ZEB1,Blood
TCF3,ITGB1,Blood
TCF3,MAPK8,Blood
TCF3,EGR2,Blood
TCF3,P4HA1,Blood
TCF3,BTAF1,Blood
TCF3,IDE,Blood
TCF3,FGF8,Blood
TCF3,LDB1,Blood
TCF3,NOLC1,Blood
TCF3,PITX3,Blood
TCF3,PDCD11,Blood
TCF3,RGS10,Blood
TCF3,MKI67,Blood
TCF3,DROSHA,Blood
TCF3,POLK,Blood
TCF3,F2R,Blood
TCF3,STARD4,Blood
TCF3,APC,Blood
TCF3,IL5,Blood
TCF3,HSPA4,Blood
TCF3,PPP2CA,Blood
TCF3,CDC25C,Blood
TCF3,EGR1,Blood
TCF3,ETF1,Blood
TCF3,PURA,Blood
TCF3,CD14,Blood
TCF3,HDAC3,Blood
TCF3,RNF14,Blood
TCF3,CSNK1A1,Blood
TCF3,WWC1,Blood
TCF3,NPM1,Blood
TCF3,DUSP1,Blood
TCF3,PDLIM7,Blood
TCF3,MAML1,Blood
TCF3,LTC4S,Blood
TCF3,SQSTM1,Blood
TCF3,SCARF1,Blood
TCF3,HIC1,Blood
TCF3,PELP1,Blood
TCF3,GP1BA,Blood
TCF3,C1QBP,Blood
TCF3,ALOX12,Blood
TCF3,DLG4,Blood
TCF3,CLDN7,Blood
TCF3,SLC2A4,Blood
TCF3,KCTD11,Blood
TCF3,FXR2,Blood
TCF3,SHBG,Blood
TCF3,PER1,Blood
TCF3,VAMP2,Blood
TCF3,AURKB,Blood
TCF3,SREBF1,Blood
TCF3,SHMT1,Blood
TCF3,MAPK7,Blood
TCF3,FOXN1,Blood
TCF3,PSMD11,Blood
TCF3,CDK5R1,Blood
TCF3,CCL5,Blood
TCF3,PCGF2,Blood
TCF3,ERBB2,Blood
TCF3,PSMD3,Blood
TCF3,MSL1,Blood
TCF3,TOP2A,Blood
TCF3,CNP,Blood
TCF3,STAT5B,Blood
TCF3,STAT5A,Blood
TCF3,STAT3,Blood
TCF3,HSD17B1,Blood
TCF3,MLX,Blood
TCF3,UBTF,Blood
TCF3,GFAP,Blood
TCF3,HEXIM1,Blood
TCF3,ITGB3,Blood
TCF3,KPNB1,Blood
TCF3,TBX21,Blood
TCF3,NFE2L1,Blood
TCF3,NGFR,Blood
TCF3,PDK2,Blood
TCF3,NME1,Blood
TCF3,VEZF1,Blood
TCF3,SRSF1,Blood
TCF3,BCAS3,Blood
TCF3,BRIP1,Blood
TCF3,ACE,Blood
TCF3,ERN1,Blood
TCF3,SMURF2,Blood
TCF3,BPTF,Blood
TCF3,SUMO2,Blood
TCF3,ITGB4,Blood
TCF3,ACOX1,Blood
TCF3,FOXJ1,Blood
TCF3,SPHK1,Blood
TCF3,TK1,Blood
TCF3,BIRC5,Blood
TCF3,SOCS3,Blood
TCF3,CBX8,Blood
TCF3,PCYT2,Blood
TCF3,MAFG,Blood
TCF3,FASN,Blood
TCF3,JAK2,Blood
TCF3,PSIP1,Blood
TCF3,CDKN2B,Blood
TCF3,BAG1,Blood
TCF3,AQP3,Blood
TCF3,SIGMAR1,Blood
TCF3,GALT,Blood
TCF3,GALT,Blood
TCF3,VCP,Blood
TCF3,CREB3,Blood
TCF3,KLF9,Blood
TCF3,GADD45G,Blood
TCF3,NCBP1,Blood
TCF3,XPA,Blood
TCF3,UGCG,Blood
TCF3,SCAI,Blood
TCF3,SET,Blood
TCF3,ABL1,Blood
TCF3,SURF1,Blood
TCF3,SURF2,Blood
TCF3,BRD3,Blood
TCF3,WDR5,Blood
TCF3,RXRA,Blood
TCF3,TRAF2,Blood
TCF3,PTGDS,Blood
TCF3,NELFB,Blood
TCF3,TRIB3,Blood
TCF3,CSNK2A1,Blood
TCF3,NSFL1C,Blood
TCF3,CDC25B,Blood
TCF3,PCNA,Blood
TCF3,GZF1,Blood
TCF3,ID1,Blood
TCF3,BCL2L1,Blood
TCF3,ASXL1,Blood
TCF3,DNMT3B,Blood
TCF3,TGIF2,Blood
TCF3,RBL1,Blood
TCF3,TOP1,Blood
TCF3,SNAI1,Blood
TCF3,CEBPB,Blood
TCF3,NFATC2,Blood
TCF3,AURKA,Blood
TCF3,NELFCD,Blood
TCF3,TCFL5,Blood
TCF3,BIRC7,Blood
TCF3,PTK6,Blood
TCF3,SOX18,Blood
TCF3,MMP14,Blood
TCF3,NRL,Blood
TCF3,PCK2,Blood
TCF3,IRF9,Blood
TCF3,EGLN3,Blood
TCF3,NFKBIA,Blood
TCF3,ARF6,Blood
TCF3,CDKN3,Blood
TCF3,LGALS3,Blood
TCF3,HIF1A,Blood
TCF3,ESR2,Blood
TCF3,ARG2,Blood
TCF3,ZFP36L1,Blood
TCF3,PSEN1,Blood
TCF3,VSX2,Blood
TCF3,FOS,Blood
TCF3,BDKRB2,Blood
TCF3,YY1,Blood
TCF3,HSP90AA1,Blood
TCF3,PPP1R13B,Blood
TCF3,SIVA1,Blood
TCF3,AKT1,Blood
TCF3,YES1,Blood
TCF3,NDUFV2,Blood
TCF3,CABLES1,Blood
TCF3,SMAD2,Blood
TCF3,MBD1,Blood
TCF3,PMAIP1,Blood
TCF3,THBS1,Blood
TCF3,CHAC1,Blood
TCF3,INO80,Blood
TCF3,FRMD5,Blood
TCF3,NEDD4,Blood
TCF3,RNF111,Blood
TCF3,RORA,Blood
TCF3,PIAS1,Blood
TCF3,TLE3,Blood
TCF3,CYP11A1,Blood
TCF3,SIN3A,Blood
TCF3,BCL2A1,Blood
TCF3,ARNT2,Blood
TCF3,FURIN,Blood
TCF3,FES,Blood
TCF3,ENO1,Blood
TCF3,MTHFR,Blood
TCF3,NPPB,Blood
TCF3,PLOD1,Blood
TCF3,ZBTB17,Blood
TCF3,SDHB,Blood
TCF3,CDC42,Blood
TCF3,ID3,Blood
TCF3,STMN1,Blood
TCF3,ARID1A,Blood
TCF3,SLC9A1,Blood
TCF3,WASF2,Blood
TCF3,RPA2,Blood
TCF3,RCC1,Blood
TCF3,HDAC1,Blood
TCF3,SFPQ,Blood
TCF3,AGO1,Blood
TCF3,MTF1,Blood
TCF3,MFSD2A,Blood
TCF3,NFYC,Blood
TCF3,EBNA1BP2,Blood
TCF3,IPO13,Blood
TCF3,KIF2C,Blood
TCF3,PLK3,Blood
TCF3,MMACHC,Blood
TCF3,JUN,Blood
TCF3,SERBP1,Blood
TCF3,S1PR1,Blood
TCF3,LAMTOR5,Blood
TCF3,RHOC,Blood
TCF3,SLC16A1,Blood
TCF3,CD58,Blood
TCF3,PHGDH,Blood
TCF3,HIST2H2BE,Blood
TCF3,MCL1,Blood
TCF3,CERS2,Blood
TCF3,GABPB2,Blood
TCF3,ILF2,Blood
TCF3,SLC39A1,Blood
TCF3,CREB3L4,Blood
TCF3,IL6R,Blood
TCF3,SHC1,Blood
TCF3,MUC1,Blood
TCF3,GBA,Blood
TCF3,FDPS,Blood
TCF3,ETV3,Blood
TCF3,PEA15,Blood
TCF3,USP21,Blood
TCF3,PPOX,Blood
TCF3,DDR2,Blood
TCF3,DNM3,Blood
TCF3,ABL2,Blood
TCF3,CSRP1,Blood
TCF3,ADIPOR1,Blood
TCF3,ELK4,Blood
TCF3,IKBKE,Blood
TCF3,ATF3,Blood
TCF3,TP53BP2,Blood
TCF3,LEFTY1,Blood
TCF3,SLC7A1,Blood
TCF3,HSPH1,Blood
TCF3,BRCA2,Blood
TCF3,EPSTI1,Blood
TCF3,TSC22D1,Blood
TCF3,KLF12,Blood
TCF3,TFDP1,Blood
TCF3,HDAC11,Blood
TCF3,SLC6A6,Blood
TCF3,MYD88,Blood
TCF3,CDC25A,Blood
TCF3,PFKFB4,Blood
TCF3,COL7A1,Blood
TCF3,CELSR3,Blood
TCF3,SLC25A20,Blood
TCF3,IMPDH2,Blood
TCF3,GPX1,Blood
TCF3,HYAL1,Blood
TCF3,RASSF1,Blood
TCF3,MAPKAPK3,Blood
TCF3,CISH,Blood
TCF3,HESX1,Blood
TCF3,PSMD6,Blood
TCF3,DCBLD2,Blood
TCF3,NFKBIZ,Blood
TCF3,CD80,Blood
TCF3,ZNF148,Blood
TCF3,CNBP,Blood
TCF3,RNF7,Blood
TCF3,WWTR1,Blood
TCF3,RARRES1,Blood
TCF3,SKIL,Blood
TCF3,PIK3CA,Blood
TCF3,ETV5,Blood
TCF3,HES1,Blood
TCF3,TFRC,Blood
TCF3,DLG1,Blood
TCF3,IFNAR1,Blood
TCF3,DYRK1A,Blood
TCF3,ETS2,Blood
TCF3,COL18A1,Blood
TCF3,SLC19A1,Blood
TCF3,LSS,Blood
TCF3,SERPINB9,Blood
TCF3,NQO2,Blood
TCF3,NOL7,Blood
TCF3,DEK,Blood
TCF3,SOX4,Blood
TCF3,HIST1H2AE,Blood
TCF3,HIST1H4L,Blood
TCF3,HLA-E,Blood
TCF3,IER3,Blood
TCF3,TCF19,Blood
TCF3,POU5F1,Blood
TCF3,APOM,Blood
TCF3,CSNK2B,Blood
TCF3,HSPA1A,Blood
TCF3,HSPA1B,Blood
TCF3,EHMT2,Blood
TCF3,CFB,Blood
TCF3,AGER,Blood
TCF3,PBX2,Blood
TCF3,NOTCH4,Blood
TCF3,HLA-DMB,Blood
TCF3,HLA-DMA,Blood
TCF3,BRD2,Blood
TCF3,TAPBP,Blood
TCF3,DAXX,Blood
TCF3,BAK1,Blood
TCF3,HMGA1,Blood
TCF3,MAPK14,Blood
TCF3,PIM1,Blood
TCF3,TRERF1,Blood
TCF3,GNMT,Blood
TCF3,SRF,Blood
TCF3,HSP90AB1,Blood
TCF3,MCM3,Blood
TCF3,DST,Blood
TCF3,NT5E,Blood
TCF3,MED23,Blood
TCF3,MAP3K5,Blood
TCF3,TNFAIP3,Blood
TCF3,HECA,Blood
TCF3,CITED2,Blood
TCF3,ARID1B,Blood
TCF3,WTAP,Blood
TCF3,ACAT2,Blood
TCF3,IGF2R,Blood
TCF3,PHF10,Blood
TCF3,LTBR,Blood
TCF3,GAPDH,Blood
TCF3,CHD4,Blood
TCF3,ING4,Blood
TCF3,PTPN6,Blood
TCF3,PHB2,Blood
TCF3,KLRK1,Blood
TCF3,ETV6,Blood
TCF3,HDAC7,Blood
TCF3,TUBA1B,Blood
TCF3,RACGAP1,Blood
TCF3,NR4A1,Blood
TCF3,KRT18,Blood
TCF3,RARG,Blood
TCF3,SP7,Blood
TCF3,SP1,Blood
TCF3,SMUG1,Blood
TCF3,CBX5,Blood
TCF3,ERBB3,Blood
TCF3,PA2G4,Blood
TCF3,IL23A,Blood
TCF3,STAT2,Blood
TCF3,TAC3,Blood
TCF3,NAB2,Blood
TCF3,STAT6,Blood
TCF3,GLI1,Blood
TCF3,DDIT3,Blood
TCF3,CYP27B1,Blood
TCF3,DRAM1,Blood
TCF3,TDG,Blood
TCF3,NFYB,Blood
TCF3,SART3,Blood
TCF3,ALKBH2,Blood
TCF3,ATP2A2,Blood
TCF3,ATXN2,Blood
TCF3,PRKAB1,Blood
TCF3,RPLP0,Blood
TCF3,COX6A1,Blood
TCF3,ATP6V0A2,Blood
TCF3,MMP17,Blood
TCF3,ULK1,Blood
TCF3,MAFK,Blood
TCF3,RAC1,Blood
TCF3,AHR,Blood
TCF3,CDCA7L,Blood
TCF3,IL6,Blood
TCF3,HNRNPA2B1,Blood
TCF3,POLD2,Blood
TCF3,GCK,Blood
TCF3,UPP1,Blood
TCF3,GTF2I,Blood
TCF3,POR,Blood
TCF3,HSPB1,Blood
TCF3,DBF4,Blood
TCF3,FZD1,Blood
TCF3,TRRAP,Blood
TCF3,MCM7,Blood
TCF3,TRIP6,Blood
TCF3,ACHE,Blood
TCF3,CUX1,Blood
TCF3,PODXL,Blood
TCF3,TBXAS1,Blood
TCF3,NOS3,Blood
TCF3,ABCB8,Blood
TCF3,SLC4A2,Blood
TCF3,SMARCD3,Blood
TCF3,FDFT1,Blood
TCF3,POLR3D,Blood
TCF3,CCAR2,Blood
TCF3,EGR3,Blood
TCF3,TNFRSF10B,Blood
TCF3,PNOC,Blood
TCF3,DUSP4,Blood
TCF3,FGFR1,Blood
TCF3,IKBKB,Blood
TCF3,ASPH,Blood
TCF3,CRH,Blood
TCF3,CCNE2,Blood
TCF3,TP53INP1,Blood
TCF3,RRM2B,Blood
TCF3,KLF10,Blood
TCF3,EXT1,Blood
TCF3,CYC1,Blood
TCF3,HSF1,Blood
TCF3,FOXH1,Blood
TCF3,RECQL4,Blood
TCF3,ANGPTL4,Blood
TCF3,INSL3,Blood
TCF3,COMP,Blood
TCF3,RFXANK,Blood
TCF3,CEBPG,Blood
TCF3,NFKBIB,Blood
TCF3,CYP2A6,Blood
TCF3,PLAUR,Blood
TCF3,PVR,Blood
TCF3,FUT2,Blood
TCF3,SCD,Blood
TCF3,BTRC,Blood
TCF3,TCF7L2,Blood
TCF3,TIAL1,Blood
TCF3,BAG3,Blood
TCF3,OAT,Blood
TCF3,PPP2R2D,Blood
TCF3,GTF3A,Blood
TCF3,RNASE2,Blood
TCF3,SALL2,Blood
TCF3,PSMB5,Blood
TCF3,TINF2,Blood
TCF3,POLE2,Blood
TCF3,MNAT1,Blood
TCF3,SNAPC1,Blood
TCF3,HOPX,Blood
TCF3,MAD2L1,Blood
TCF3,PDGFC,Blood
TCF3,SERPINB1,Blood
TCF3,ERVFRD-1,Blood
TCF3,SPDEF,Blood
TCF3,NFYA,Blood
TCF3,VEGFA,Blood
TCF3,RUNX2,Blood
TCF3,TTK,Blood
TCF3,SESN1,Blood
TCF3,TIMP1,Blood
TCF3,SYN1,Blood
TCF3,KDM5C,Blood
TCF3,FOXO4,Blood
TCF3,PLAC1,Blood
TCF3,VHL,Blood
TCF3,MLH1,Blood
TCF3,MST1,Blood
TCF3,GRM2,Blood
TCF3,ALAS1,Blood
TCF3,MCM2,Blood
TCF3,HLTF,Blood
TCF3,GMPS,Blood
TCF3,ADIPOQ,Blood
TCF3,BCL6,Blood
TCF3,SIRT3,Blood
TCF3,IPO7,Blood
TCF3,LDHA,Blood
TCF3,FUT4,Blood
TCF3,SESN3,Blood
TCF3,CRYAB,Blood
TCF3,HINFP,Blood
TCF3,ST3GAL4,Blood
TCF3,NFRKB,Blood
TCF3,HR,Blood
TCF3,SFTPC,Blood
TCF3,POLB,Blood
TCF3,MYBL1,Blood
TCF3,PSCA,Blood
TCF3,CDK11B,Blood
TCF3,NPPA,Blood
TCF3,HNRNPR,Blood
TCF3,SFN,Blood
TCF3,EYA3,Blood
TCF3,TAF12,Blood
TCF3,MEAF6,Blood
TCF3,MPL,Blood
TCF3,CDC20,Blood
TCF3,POMGNT1,Blood
TCF3,DHCR24,Blood
TCF3,FOXD3,Blood
TCF3,CYR61,Blood
TCF3,ECM1,Blood
TCF3,SETDB1,Blood
TCF3,S100A10,Blood
TCF3,S100A11,Blood
TCF3,S100A6,Blood
TCF3,S100A4,Blood
TCF3,CRABP2,Blood
TCF3,DEDD,Blood
TCF3,APOA2,Blood
TCF3,GPA33,Blood
TCF3,PLIN2,Blood
TCF3,MLLT3,Blood
TCF3,CCL19,Blood
TCF3,HEMGN,Blood
TCF3,SLC31A1,Blood
TCF3,LHX3,Blood
TCF3,HMGN1,Blood
TCF3,S100B,Blood
TCF3,ADIPOR2,Blood
TCF3,FKBP4,Blood
TCF3,CD4,Blood
TCF3,TFCP2,Blood
TCF3,HNRNPA1,Blood
TCF3,NFE2,Blood
TCF3,PHLDA1,Blood
TCF3,TXNRD1,Blood
TCF3,CRY1,Blood
TCF3,ACACB,Blood
TCF3,HRK,Blood
TCF3,SP4,Blood
TCF3,DDC,Blood
TCF3,CLDN3,Blood
TCF3,NRF1,Blood
TCF3,CHRNE,Blood
TCF3,BLMH,Blood
TCF3,CDC6,Blood
TCF3,IGFBP4,Blood
TCF3,KRT16,Blood
TCF3,KRT17,Blood
TCF3,ETV4,Blood
TCF3,ITGA2B,Blood
TCF3,ABCC3,Blood
TCF3,ACE,Blood
TCF3,PSMC5,Blood
TCF3,GCGR,Blood
TCF3,HMGCR,Blood
TCF3,SLC22A4,Blood
TCF3,SPARC,Blood
TCF3,PTTG1,Blood
TCF3,HMMR,Blood
TCF3,TRPM1,Blood
TCF3,ADAM10,Blood
TCF3,LIF,Blood
TCF3,OSM,Blood
TCF3,DNASE1,Blood
TCF3,PPL,Blood
TCF3,ZNF267,Blood
TCF3,RBL2,Blood
TCF3,MT2A,Blood
TCF3,MT1E,Blood
TCF3,GINS3,Blood
TCF3,ASAP2,Blood
TCF3,YWHAQ,Blood
TCF3,MYCN,Blood
TCF3,APLF,Blood
TCF3,MXD1,Blood
TCF3,TGFA,Blood
TCF3,ACTG2,Blood
TCF3,SLC9A2,Blood
TCF3,LCT,Blood
TCF3,KLF7,Blood
TCF3,CREB1,Blood
TCF3,MCM8,Blood
TCF3,PLAGL2,Blood
TCF3,NCOA6,Blood
TCF3,EDEM2,Blood
TCF3,NCOA3,Blood
TCF3,PTPN1,Blood
TCF3,TAF4,Blood
MYB,DMPK,Blood
MYB,MAFK,Blood
MYB,CDCA7L,Blood
MYB,HNRNPA2B1,Blood
MYB,GTF2I,Blood
MYB,POR,Blood
MYB,HSPB1,Blood
MYB,CDK6,Blood
MYB,TRRAP,Blood
MYB,CUX1,Blood
MYB,NRF1,Blood
MYB,SLC4A2,Blood
MYB,CD99,Blood
MYB,FOXO4,Blood
MYB,IL2RG,Blood
MYB,L1CAM,Blood
MYB,HCFC1,Blood
MYB,MECP2,Blood
MYB,HMGB1,Blood
MYB,ELF1,Blood
MYB,ERCC5,Blood
MYB,FDFT1,Blood
MYB,TNFRSF10B,Blood
MYB,TNFRSF10A,Blood
MYB,ESCO2,Blood
MYB,PBK,Blood
MYB,NCOA2,Blood
MYB,LY96,Blood
MYB,NBN,Blood
MYB,CDH17,Blood
MYB,KLF10,Blood
MYB,TG,Blood
MYB,ST3GAL1,Blood
MYB,TOP1MT,Blood
MYB,TINF2,Blood
MYB,EGLN3,Blood
MYB,BATF,Blood
MYB,TSHR,Blood
MYB,HSP90AA1,Blood
MYB,SIVA1,Blood
MYB,TERT,Blood
MYB,PTGER4,Blood
MYB,POLK,Blood
MYB,ERAP1,Blood
MYB,ERAP2,Blood
MYB,LNPEP,Blood
MYB,TCF7,Blood
MYB,HBEGF,Blood
MYB,GM2A,Blood
MYB,CYFIP2,Blood
MYB,PTTG1,Blood
MYB,BID,Blood
MYB,HIRA,Blood
MYB,MED15,Blood
MYB,MAPK1,Blood
MYB,MMP11,Blood
MYB,SMARCB1,Blood
MYB,CABIN1,Blood
MYB,XBP1,Blood
MYB,OSM,Blood
MYB,SEC14L2,Blood
MYB,MYH9,Blood
MYB,LGALS1,Blood
MYB,MKL1,Blood
MYB,TBC1D22A,Blood
MYB,MPG,Blood
MYB,IL32,Blood
MYB,USP7,Blood
MYB,LITAF,Blood
MYB,SPN,Blood
MYB,MAZ,Blood
MYB,ALDOA,Blood
MYB,ITGAL,Blood
MYB,CTCF,Blood
MYB,NFATC3,Blood
MYB,MAP1LC3B,Blood
MYB,SLC7A5,Blood
MYB,CBFA2T3,Blood
MYB,FANCA,Blood
MYB,MC1R,Blood
MYB,TUBB3,Blood
MYB,KLF6,Blood
MYB,IL2RA,Blood
MYB,ITGB1,Blood
MYB,PTEN,Blood
MYB,IFIT3,Blood
MYB,SFRP5,Blood
MYB,NOLC1,Blood
MYB,PDCD11,Blood
MYB,TCF7L2,Blood
MYB,RGS10,Blood
MYB,BAG3,Blood
MYB,CDC25B,Blood
MYB,PRNP,Blood
MYB,ID1,Blood
MYB,ASXL1,Blood
MYB,DNMT3B,Blood
MYB,E2F1,Blood
MYB,SLA2,Blood
MYB,SRC,Blood
MYB,ADA,Blood
MYB,CEBPB,Blood
MYB,PTPN1,Blood
MYB,NFATC2,Blood
MYB,ZNF217,Blood
MYB,AURKA,Blood
MYB,RBM38,Blood
MYB,PMEPA1,Blood
MYB,SLC2A4RG,Blood
MYB,CDK11B,Blood
MYB,SKI,Blood
MYB,TP73,Blood
MYB,NPPB,Blood
MYB,TNFRSF1B,Blood
MYB,EPHA2,Blood
MYB,ECE1,Blood
MYB,E2F2,Blood
MYB,ID3,Blood
MYB,PNRC2,Blood
MYB,STMN1,Blood
MYB,ARID1A,Blood
MYB,PTAFR,Blood
MYB,RCC1,Blood
MYB,LCK,Blood
MYB,NFYC,Blood
MYB,SLC2A1,Blood
MYB,ST3GAL3,Blood
MYB,PLK3,Blood
MYB,MMACHC,Blood
MYB,POMGNT1,Blood
MYB,JUN,Blood
MYB,GTF2B,Blood
MYB,TGFBR3,Blood
